city;region;fed_district;reg_num
Туймазы;Республика Башкортостан;Приволжский;2
Уфа;Республика Башкортостан;Приволжский;2
Учалы;Республика Башкортостан;Приволжский;2
Янаул;Республика Башкортостан;Приволжский;2
Бабушкин;Республика Бурятия;Сибирский;3
Гусиноозёрск;Республика Бурятия;Сибирский;3
Закаменск;Республика Бурятия;Сибирский;3
Кяхта;Республика Бурятия;Сибирский;3
Северобайкальск;Республика Бурятия;Сибирский;3
Улан-Удэ;Республика Бурятия;Сибирский;3
Буйнакск;Республика Дагестан;Северо-Кавказский;5
Дагестанские Огни;Республика Дагестан;Северо-Кавказский;5
Дербент;Республика Дагестан;Северо-Кавказский;5
Избербаш;Республика Дагестан;Северо-Кавказский;5
Каспийск;Республика Дагестан;Северо-Кавказский;5
Кизилюрт;Республика Дагестан;Северо-Кавказский;5
Кизляр;Республика Дагестан;Северо-Кавказский;5
Махачкала;Республика Дагестан;Северо-Кавказский;5
Хасавюрт;Республика Дагестан;Северо-Кавказский;5
Южно-Сухокумск;Республика Дагестан;Северо-Кавказский;5
Карабулак;Республика Ингушетия;Северо-Кавказский;6
Магас;Республика Ингушетия;Северо-Кавказский;6
Малгобек;Республика Ингушетия;Северо-Кавказский;6
Назрань;Республика Ингушетия;Северо-Кавказский;6
Сунжа;Республика Ингушетия;Северо-Кавказский;6
Городовиковск;Республика Калмыкия;Южный;8
Лагань;Республика Калмыкия;Южный;8
Элиста;Республика Калмыкия;Южный;8
Беломорск;Республика Карелия;Северо-Западный;10
Кемь;Республика Карелия;Северо-Западный;10
Кондопога;Республика Карелия;Северо-Западный;10
Костомукша;Республика Карелия;Северо-Западный;10
Лахденпохья;Республика Карелия;Северо-Западный;10
Медвежьегорск;Республика Карелия;Северо-Западный;10
Олонец;Республика Карелия;Северо-Западный;10
Петрозаводск;Республика Карелия;Северо-Западный;10
Питкяранта;Республика Карелия;Северо-Западный;10
Пудож;Республика Карелия;Северо-Западный;10
Сегежа;Республика Карелия;Северо-Западный;10
Сортавала;Республика Карелия;Северо-Западный;10
Суоярви;Республика Карелия;Северо-Западный;10
Воркута;Республика Коми;Северо-Западный;11
Вуктыл;Республика Коми;Северо-Западный;11
Емва;Республика Коми;Северо-Западный;11
Инта;Республика Коми;Северо-Западный;11
Микунь;Республика Коми;Северо-Западный;11
Печора;Республика Коми;Северо-Западный;11
Сосногорск;Республика Коми;Северо-Западный;11
Сыктывкар;Республика Коми;Северо-Западный;11
Усинск;Республика Коми;Северо-Западный;11
Ухта;Республика Коми;Северо-Западный;11
Волжск;Республика Марий Эл;Приволжский;12
Звенигово;Республика Марий Эл;Приволжский;12
Йошкар-Ола;Республика Марий Эл;Приволжский;12
Козьмодемьянск;Республика Марий Эл;Приволжский;12
Ардатов;Республика Мордовия;Приволжский;13
Инсар;Республика Мордовия;Приволжский;13
Ковылкино;Республика Мордовия;Приволжский;13
Краснослободск;Республика Мордовия;Приволжский;13
Рузаевка;Республика Мордовия;Приволжский;13
Саранск;Республика Мордовия;Приволжский;13
Темников;Республика Мордовия;Приволжский;13
Алдан;Республика Саха (Якутия);Дальневосточный;14
Верхоянск;Республика Саха (Якутия);Дальневосточный;14
Вилюйск;Республика Саха (Якутия);Дальневосточный;14
Ленск;Республика Саха (Якутия);Дальневосточный;14
Мирный;Республика Саха (Якутия);Дальневосточный;14
Нерюнгри;Республика Саха (Якутия);Дальневосточный;14
Нюрба;Республика Саха (Якутия);Дальневосточный;14
Олёкминск;Республика Саха (Якутия);Дальневосточный;14
Покровск;Республика Саха (Якутия);Дальневосточный;14
Среднеколымск;Республика Саха (Якутия);Дальневосточный;14
Томмот;Республика Саха (Якутия);Дальневосточный;14
Удачный;Республика Саха (Якутия);Дальневосточный;14
Якутск;Республика Саха (Якутия);Дальневосточный;14
Алагир;Республика Северная Осетия - Алания;Северо-Кавказский;15
Ардон;Республика Северная Осетия - Алания;Северо-Кавказский;15
Беслан;Республика Северная Осетия - Алания;Северо-Кавказский;15
Владикавказ;Республика Северная Осетия - Алания;Северо-Кавказский;15
Дигора;Республика Северная Осетия - Алания;Северо-Кавказский;15
Моздок;Республика Северная Осетия - Алания;Северо-Кавказский;15
Агрыз;Республика Татарстан;Приволжский;16
Азнакаево;Республика Татарстан;Приволжский;16
Альметьевск;Республика Татарстан;Приволжский;16
Арск;Республика Татарстан;Приволжский;16
Бавлы;Республика Татарстан;Приволжский;16
Болгар;Республика Татарстан;Приволжский;16
Бугульма;Республика Татарстан;Приволжский;16
Буинск;Республика Татарстан;Приволжский;16
Елабуга;Республика Татарстан;Приволжский;16
Заинск;Республика Татарстан;Приволжский;16
Зеленодольск;Республика Татарстан;Приволжский;16
Иннополис;Республика Татарстан;Приволжский;16
Казань;Республика Татарстан;Приволжский;16
Кукмор;Республика Татарстан;Приволжский;16
Лаишево;Республика Татарстан;Приволжский;16
Лениногорск;Республика Татарстан;Приволжский;16
Мамадыш;Республика Татарстан;Приволжский;16
Менделеевск;Республика Татарстан;Приволжский;16
Мензелинск;Республика Татарстан;Приволжский;16
Набережные Челны;Республика Татарстан;Приволжский;16
Нижнекамск;Республика Татарстан;Приволжский;16
Нурлат;Республика Татарстан;Приволжский;16
Тетюши;Республика Татарстан;Приволжский;16
Чистополь;Республика Татарстан;Приволжский;16
Ак-Довурак;Республика Тыва;Сибирский;17
Кызыл;Республика Тыва;Сибирский;17
Туран;Республика Тыва;Сибирский;17
Чадан;Республика Тыва;Сибирский;17
Шагонар;Республика Тыва;Сибирский;17
Абаза;Республика Хакасия;Сибирский;19
Абакан;Республика Хакасия;Сибирский;19
Саяногорск;Республика Хакасия;Сибирский;19
Сорск;Республика Хакасия;Сибирский;19
Черногорск;Республика Хакасия;Сибирский;19
Азов;Ростовская область;Южный;61
Аксай;Ростовская область;Южный;61
Батайск;Ростовская область;Южный;61
Белая Калитва;Ростовская область;Южный;61
Волгодонск;Ростовская область;Южный;61
Гуково;Ростовская область;Южный;61
Донецк;Ростовская область;Южный;61
Зверево;Ростовская область;Южный;61
Зерноград;Ростовская область;Южный;61
Каменск-Шахтинский;Ростовская область;Южный;61
Константиновск;Ростовская область;Южный;61
Красный Сулин;Ростовская область;Южный;61
Миллерово;Ростовская область;Южный;61
Морозовск;Ростовская область;Южный;61
Новочеркасск;Ростовская область;Южный;61
Новошахтинск;Ростовская область;Южный;61
Пролетарск;Ростовская область;Южный;61
Ростов-на-Дону;Ростовская область;Южный;61
Сальск;Ростовская область;Южный;61
Семикаракорск;Ростовская область;Южный;61
Таганрог;Ростовская область;Южный;61
Цимлянск;Ростовская область;Южный;61
Шахты;Ростовская область;Южный;61
Касимов;Рязанская область;Центральный;62
Кораблино;Рязанская область;Центральный;62
Михайлов;Рязанская область;Центральный;62
Новомичуринск;Рязанская область;Центральный;62
Рыбное;Рязанская область;Центральный;62
Ряжск;Рязанская область;Центральный;62
Рязань;Рязанская область;Центральный;62
Сасово;Рязанская область;Центральный;62
Скопин;Рязанская область;Центральный;62
Спас-Клепики;Рязанская область;Центральный;62
Спасск-Рязанский;Рязанская область;Центральный;62
Шацк;Рязанская область;Центральный;62
Жигулёвск;Самарская область;Приволжский;63
Кинель;Самарская область;Приволжский;63
Нефтегорск;Самарская область;Приволжский;63
Новокуйбышевск;Самарская область;Приволжский;63
Октябрьск;Самарская область;Приволжский;63
Отрадный;Самарская область;Приволжский;63
Похвистнево;Самарская область;Приволжский;63
Самара;Самарская область;Приволжский;63
Сызрань;Самарская область;Приволжский;63
Тольятти;Самарская область;Приволжский;63
Чапаевск;Самарская область;Приволжский;63
Аркадак;Саратовская область;Приволжский;64
Аткарск;Саратовская область;Приволжский;64
Балаково;Саратовская область;Приволжский;64
Балашов;Саратовская область;Приволжский;64
Вольск;Саратовская область;Приволжский;64
Ершов;Саратовская область;Приволжский;64
Калининск;Саратовская область;Приволжский;64
Красноармейск;Саратовская область;Приволжский;64
Красный Кут;Саратовская область;Приволжский;64
Маркс;Саратовская область;Приволжский;64
Новоузенск;Саратовская область;Приволжский;64
Петровск;Саратовская область;Приволжский;64
Пугачёв;Саратовская область;Приволжский;64
Ртищево;Саратовская область;Приволжский;64
Саратов;Саратовская область;Приволжский;64
Хвалынск;Саратовская область;Приволжский;64
Шиханы;Саратовская область;Приволжский;64
Энгельс;Саратовская область;Приволжский;64
Александровск-Сахалинский;Сахалинская область;Дальневосточный;65
Анива;Сахалинская область;Дальневосточный;65
Долинск;Сахалинская область;Дальневосточный;65
Корсаков;Сахалинская область;Дальневосточный;65
Курильск;Сахалинская область;Дальневосточный;65
Макаров;Сахалинская область;Дальневосточный;65
Невельск;Сахалинская область;Дальневосточный;65
Оха;Сахалинская область;Дальневосточный;65
Поронайск;Сахалинская область;Дальневосточный;65
Северо-Курильск;Сахалинская область;Дальневосточный;65
Томари;Сахалинская область;Дальневосточный;65
Углегорск;Сахалинская область;Дальневосточный;65
Холмск;Сахалинская область;Дальневосточный;65
Южно-Сахалинск;Сахалинская область;Дальневосточный;65
Алапаевск;Свердловская область;Уральский;66
Арамиль;Свердловская область;Уральский;66
Артёмовский;Свердловская область;Уральский;66
Асбест;Свердловская область;Уральский;66
Берёзовский;Свердловская область;Уральский;66
Богданович;Свердловская область;Уральский;66
Верхний Тагил;Свердловская область;Уральский;66
Верхняя Пышма;Свердловская область;Уральский;66
Верхняя Салда;Свердловская область;Уральский;66
Верхняя Тура;Свердловская область;Уральский;66
Верхотурье;Свердловская область;Уральский;66
Волчанск;Свердловская область;Уральский;66
Дегтярск;Свердловская область;Уральский;66
Екатеринбург;Свердловская область;Уральский;66
Заречный;Свердловская область;Уральский;66
Ивдель;Свердловская область;Уральский;66
Ирбит;Свердловская область;Уральский;66
Каменск-Уральский;Свердловская область;Уральский;66
Камышлов;Свердловская область;Уральский;66
Карпинск;Свердловская область;Уральский;66
Качканар;Свердловская область;Уральский;66
Кировград;Свердловская область;Уральский;66
Краснотурьинск;Свердловская область;Уральский;66
Красноуральск;Свердловская область;Уральский;66
Красноуфимск;Свердловская область;Уральский;66
Кушва;Свердловская область;Уральский;66
Лесной;Свердловская область;Уральский;66
Михайловск;Свердловская область;Уральский;66
Невьянск;Свердловская область;Уральский;66
Нижние Серги;Свердловская область;Уральский;66
Нижний Тагил;Свердловская область;Уральский;66
Нижняя Салда;Свердловская область;Уральский;66
Нижняя Тура;Свердловская область;Уральский;66
Новая Ляля;Свердловская область;Уральский;66
Новоуральск;Свердловская область;Уральский;66
Первоуральск;Свердловская область;Уральский;66
Полевской;Свердловская область;Уральский;66
Ревда;Свердловская область;Уральский;66
Реж;Свердловская область;Уральский;66
Североуральск;Свердловская область;Уральский;66
Серов;Свердловская область;Уральский;66
Среднеуральск;Свердловская область;Уральский;66
Сухой Лог;Свердловская область;Уральский;66
Сысерть;Свердловская область;Уральский;66
Тавда;Свердловская область;Уральский;66
Талица;Свердловская область;Уральский;66
Туринск;Свердловская область;Уральский;66
Севастополь;Севастополь;Южный;92
Велиж;Смоленская область;Центральный;67
Вязьма;Смоленская область;Центральный;67
Гагарин;Смоленская область;Центральный;67
Демидов;Смоленская область;Центральный;67
Десногорск;Смоленская область;Центральный;67
Дорогобуж;Смоленская область;Центральный;67
Духовщина;Смоленская область;Центральный;67
Ельня;Смоленская область;Центральный;67
Починок;Смоленская область;Центральный;67
Рославль;Смоленская область;Центральный;67
Рудня;Смоленская область;Центральный;67
Сафоново;Смоленская область;Центральный;67
Смоленск;Смоленская область;Центральный;67
Сычёвка;Смоленская область;Центральный;67
Ярцево;Смоленская область;Центральный;67
Благодарный;Ставропольский край;Северо-Кавказский;26
Будённовск;Ставропольский край;Северо-Кавказский;26
Георгиевск;Ставропольский край;Северо-Кавказский;26
Ессентуки;Ставропольский край;Северо-Кавказский;26
Железноводск;Ставропольский край;Северо-Кавказский;26
Зеленокумск;Ставропольский край;Северо-Кавказский;26
Изобильный;Ставропольский край;Северо-Кавказский;26
Ипатово;Ставропольский край;Северо-Кавказский;26
Кисловодск;Ставропольский край;Северо-Кавказский;26
Лермонтов;Ставропольский край;Северо-Кавказский;26
Минеральные Воды;Ставропольский край;Северо-Кавказский;26
Михайловск;Ставропольский край;Северо-Кавказский;26
Невинномысск;Ставропольский край;Северо-Кавказский;26
Нефтекумск;Ставропольский край;Северо-Кавказский;26
Новоалександровск;Ставропольский край;Северо-Кавказский;26
Новопавловск;Ставропольский край;Северо-Кавказский;26
Пятигорск;Ставропольский край;Северо-Кавказский;26
Светлоград;Ставропольский край;Северо-Кавказский;26
Ставрополь;Ставропольский край;Северо-Кавказский;26
Жердевка;Тамбовская область;Центральный;68
Кирсанов;Тамбовская область;Центральный;68
Котовск;Тамбовская область;Центральный;68
Мичуринск;Тамбовская область;Центральный;68
Моршанск;Тамбовская область;Центральный;68
Рассказово;Тамбовская область;Центральный;68
Тамбов;Тамбовская область;Центральный;68
Уварово;Тамбовская область;Центральный;68
Андреаполь;Тверская область;Центральный;69
Бежецк;Тверская область;Центральный;69
Белый;Тверская область;Центральный;69
Бологое;Тверская область;Центральный;69
Весьегонск;Тверская область;Центральный;69
Вышний Волочёк;Тверская область;Центральный;69
Западная Двина;Тверская область;Центральный;69
Зубцов;Тверская область;Центральный;69
Калязин;Тверская область;Центральный;69
Кашин;Тверская область;Центральный;69
Кимры;Тверская область;Центральный;69
Конаково;Тверская область;Центральный;69
Красный Холм;Тверская область;Центральный;69
Кувшиново;Тверская область;Центральный;69
Лихославль;Тверская область;Центральный;69
Нелидово;Тверская область;Центральный;69
Осташков;Тверская область;Центральный;69
Ржев;Тверская область;Центральный;69
Старица;Тверская область;Центральный;69
Тверь;Тверская область;Центральный;69
Торжок;Тверская область;Центральный;69
Торопец;Тверская область;Центральный;69
Удомля;Тверская область;Центральный;69
Асино;Томская область;Сибирский;70
Кедровый;Томская область;Сибирский;70
Колпашево;Томская область;Сибирский;70
Северск;Томская область;Сибирский;70
Стрежевой;Томская область;Сибирский;70
Томск;Томская область;Сибирский;70
Алексин;Тульская область;Центральный;71
Белёв;Тульская область;Центральный;71
Богородицк;Тульская область;Центральный;71
Болохово;Тульская область;Центральный;71
Венёв;Тульская область;Центральный;71
Донской;Тульская область;Центральный;71
Ефремов;Тульская область;Центральный;71
Кимовск;Тульская область;Центральный;71
Киреевск;Тульская область;Центральный;71
Липки;Тульская область;Центральный;71
Новомосковск;Тульская область;Центральный;71
Плавск;Тульская область;Центральный;71
Советск;Тульская область;Центральный;71
Суворов;Тульская область;Центральный;71
Тула;Тульская область;Центральный;71
Узловая;Тульская область;Центральный;71
Чекалин;Тульская область;Центральный;71
Щёкино;Тульская область;Центральный;71
Ясногорск;Тульская область;Центральный;71
Заводоуковск;Тюменская область;Уральский;72
Ишим;Тюменская область;Уральский;72
Тобольск;Тюменская область;Уральский;72
Тюмень;Тюменская область;Уральский;72
Ялуторовск;Тюменская область;Уральский;72
Воткинск;Удмуртская Республика;Приволжский;18
Глазов;Удмуртская Республика;Приволжский;18
Ижевск;Удмуртская Республика;Приволжский;18
Камбарка;Удмуртская Республика;Приволжский;18
Можга;Удмуртская Республика;Приволжский;18
Сарапул;Удмуртская Республика;Приволжский;18
Барыш;Ульяновская область;Приволжский;73
Димитровград;Ульяновская область;Приволжский;73
Инза;Ульяновская область;Приволжский;73
Новоульяновск;Ульяновская область;Приволжский;73
Сенгилей;Ульяновская область;Приволжский;73
Ульяновск;Ульяновская область;Приволжский;73
Амурск;Хабаровский край;Дальневосточный;27
Бикин;Хабаровский край;Дальневосточный;27
Вяземский;Хабаровский край;Дальневосточный;27
Комсомольск-на-Амуре;Хабаровский край;Дальневосточный;27
Николаевск-на-Амуре;Хабаровский край;Дальневосточный;27
Советская Гавань;Хабаровский край;Дальневосточный;27
Хабаровск;Хабаровский край;Дальневосточный;27
Белоярский;Ханты-Мансийский автономный округ - Югра;Уральский;86
Когалым;Ханты-Мансийский автономный округ - Югра;Уральский;86
Лангепас;Ханты-Мансийский автономный округ - Югра;Уральский;86
Лянтор;Ханты-Мансийский автономный округ - Югра;Уральский;86
Мегион;Ханты-Мансийский автономный округ - Югра;Уральский;86
Нефтеюганск;Ханты-Мансийский автономный округ - Югра;Уральский;86
Нижневартовск;Ханты-Мансийский автономный округ - Югра;Уральский;86
Нягань;Ханты-Мансийский автономный округ - Югра;Уральский;86
Покачи;Ханты-Мансийский автономный округ - Югра;Уральский;86
Пыть-Ях;Ханты-Мансийский автономный округ - Югра;Уральский;86
Радужный;Ханты-Мансийский автономный округ - Югра;Уральский;86
Советский;Ханты-Мансийский автономный округ - Югра;Уральский;86
Сургут;Ханты-Мансийский автономный округ - Югра;Уральский;86
Урай;Ханты-Мансийский автономный округ - Югра;Уральский;86
Ханты-Мансийск;Ханты-Мансийский автономный округ - Югра;Уральский;86
Югорск;Ханты-Мансийский автономный округ - Югра;Уральский;86
Аша;Челябинская область;Уральский;74
Бакал;Челябинская область;Уральский;74
Верхнеуральск;Челябинская область;Уральский;74
Верхний Уфалей;Челябинская область;Уральский;74
Еманжелинск;Челябинская область;Уральский;74
Златоуст;Челябинская область;Уральский;74
Карабаш;Челябинская область;Уральский;74
Карталы;Челябинская область;Уральский;74
Касли;Челябинская область;Уральский;74
Катав-Ивановск;Челябинская область;Уральский;74
Копейск;Челябинская область;Уральский;74
Коркино;Челябинская область;Уральский;74
Куса;Челябинская область;Уральский;74
Кыштым;Челябинская область;Уральский;74
Магнитогорск;Челябинская область;Уральский;74
Миасс;Челябинская область;Уральский;74
Миньяр;Челябинская область;Уральский;74
Нязепетровск;Челябинская область;Уральский;74
Озёрск;Челябинская область;Уральский;74
Пласт;Челябинская область;Уральский;74
Сатка;Челябинская область;Уральский;74
Сим;Челябинская область;Уральский;74
Снежинск;Челябинская область;Уральский;74
Трёхгорный;Челябинская область;Уральский;74
Троицк;Челябинская область;Уральский;74
Усть-Катав;Челябинская область;Уральский;74
Чебаркуль;Челябинская область;Уральский;74
Челябинск;Челябинская область;Уральский;74
Южноуральск;Челябинская область;Уральский;74
Юрюзань;Челябинская область;Уральский;74
Аргун;Чеченская Республика;Северо-Кавказский;20
Грозный;Чеченская Республика;Северо-Кавказский;20
Гудермес;Чеченская Республика;Северо-Кавказский;20
Курчалой;Чеченская Республика;Северо-Кавказский;20
Урус-Мартан;Чеченская Республика;Северо-Кавказский;20
Шали;Чеченская Республика;Северо-Кавказский;20
Алатырь;Чувашская Республика - Чувашия;Приволжский;21
Канаш;Чувашская Республика - Чувашия;Приволжский;21
Козловка;Чувашская Республика - Чувашия;Приволжский;21
Мариинский Посад;Чувашская Республика - Чувашия;Приволжский;21
Новочебоксарск;Чувашская Республика - Чувашия;Приволжский;21
Цивильск;Чувашская Республика - Чувашия;Приволжский;21
Чебоксары;Чувашская Республика - Чувашия;Приволжский;21
Шумерля;Чувашская Республика - Чувашия;Приволжский;21
Ядрин;Чувашская Республика - Чувашия;Приволжский;21
Анадырь;Чукотский автономный округ;Дальневосточный;87
Билибино;Чукотский автономный округ;Дальневосточный;87
Певек;Чукотский автономный округ;Дальневосточный;87
Губкинский;Ямало-Ненецкий автономный округ;Уральский;89
Лабытнанги;Ямало-Ненецкий автономный округ;Уральский;89
Муравленко;Ямало-Ненецкий автономный округ;Уральский;89
Надым;Ямало-Ненецкий автономный округ;Уральский;89
Новый Уренгой;Ямало-Ненецкий автономный округ;Уральский;89
Ноябрьск;Ямало-Ненецкий автономный округ;Уральский;89
Салехард;Ямало-Ненецкий автономный округ;Уральский;89
Тарко-Сале;Ямало-Ненецкий автономный округ;Уральский;89
Гаврилов-Ям;Ярославская область;Центральный;76
Данилов;Ярославская область;Центральный;76
Любим;Ярославская область;Центральный;76
Мышкин;Ярославская область;Центральный;76
Переславль-Залесский;Ярославская область;Центральный;76
Пошехонье;Ярославская область;Центральный;76
Ростов;Ярославская область;Центральный;76
Рыбинск;Ярославская область;Центральный;76
Тутаев;Ярославская область;Центральный;76
Углич;Ярославская область;Центральный;76
Ярославль;Ярославская область;Центральный;76
